path_to_zip,workunitid,sizeZipfile,n_inputs,enzymes,fastaFiles,nThreads,FixedModification,VariableModifications,Rmd
/srv/www/htdocs/p3146/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-14/workunit_200062/1289334.zip,200062,236M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3146/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-04/workunit_200686/1297339.zip,,6,,,,,,,
/srv/www/htdocs/p3146/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-11/workunit_200928/1303730.zip,200928,3.2G,16,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3147/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-02/workunit_200604/1296877.zip,200604,210M,4,Trypsin/P,fgcz_7955_zebrafish_20190701.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3147/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-26/workunit_202566/1322544.zip,202566,1.8G,16,Trypsin/P,fgcz_7955_zebrafish_20190701.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3165/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-19/workunit_200179/1290563.zip,200179,883M,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3165/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-20/workunit_200214/1291201.zip,200214,1.2G,6,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3165/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-20/workunit_200248/1292157.zip,200248,1.3G,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3175/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-25/workunit_200367/1293036.zip,200367,420M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3175/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-02/workunit_200603/1296874.zip,200603,137M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3175/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-03/workunit_200644/1297145.zip,200644,137M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3175/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-05/workunit_201846/1315488.zip,201846,586M,2,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3175/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-20/workunit_202353/1321381.zip,202353,72M,1,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3180/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-21/workunit_200272/1292369.zip,200272,1.5G,4,Trypsin/P,fgcz_3702_araport11_20170201.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3180/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-22/workunit_201241/1306967.zip,201241,7.9G,32,Trypsin/P,fgcz_3702_araport11_20170201.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3228/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-15/workunit_203349/1328848.zip,203349,664M,4,Trypsin/P,fgcz_9615_cnl_dog_20190729.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3228/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-04/workunit_230758/1377686.zip,,7,,,,,,,
/srv/www/htdocs/p3228/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-05/workunit_230832/1378612.zip,230832,1.6G,28,Trypsin/P,fgcz_9615_cnl_dog_20190729.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3228/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-11/workunit_231089/1380411.zip,,6,,,,,,,
/srv/www/htdocs/p3228/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-12/workunit_231160/1381236.zip,231160,2.8G,28,Trypsin/P,fgcz_9615_cnl_dog_20190729.fasta,92,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3236/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-20/workunit_236210/1482038.zip,236210,354M,2,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3236/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-17/workunit_238452/1546535.zip,238452,11G,40,Trypsin/P,fgcz_4081_cnl_tomato_20200217.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3236/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-18/workunit_238588/1550695.zip,238588,11G,40,Trypsin/P,fgcz_4081_cnl_tomato_20200217.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3237/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-30/workunit_203908/1335821.zip,203908,5.2G,32,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3237/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-04/workunit_204012/1337008.zip,204012,2.9G,16,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3237/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-04/workunit_204013/1337011.zip,204013,2.4G,16,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3238/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-18/workunit_238575/1550575.zip,238575,2.1G,14,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3238/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-26/workunit_238935/1557650.zip,238935,3.4G,14,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3251/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-04/workunit_204008/1336981.zip,204008,1.7G,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-30/workunit_203898/1335753.zip,203898,5.0G,20,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-30/workunit_203900/1335776.zip,203900,5.7G,20,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-04/workunit_204010/1337004.zip,204010,5.7G,20,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-07/workunit_205949/1339252.zip,,6,,,,,,,
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-08/workunit_220655/1354166.zip,220655,6.2G,20,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-10/workunit_221959/1357870.zip,,7,,,,,,,
/srv/www/htdocs/p3260/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-13/workunit_222019/1358931.zip,222019,5.0G,19,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-20/workunit_203605/1333378.zip,203605,1.6G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-21/workunit_222424/1362200.zip,222424,7.8G,32,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-21/workunit_222426/1362207.zip,222426,519M,4,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-01/workunit_223153/1368655.zip,223153,1.7G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-05/workunit_230805/1378468.zip,,6,,,,,,,
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-05/workunit_230835/1378619.zip,230835,7.8G,32,Trypsin/P,p3273_db1_Human_GFP_20191105.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-06/workunit_234405/1441542.zip,234405,2.2G,8,Trypsin/P,fgcz_10090_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-20/workunit_236109/1481265.zip,236109,2.2G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-23/workunit_236767/1489662.zip,236767,2.5G,8,Trypsin/P,fgcz_10090_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3273/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-27/workunit_237017/1497485.zip,237017,2.4G,8,Trypsin/P,fgcz_10090_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3309/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-17/workunit_232995/1402941.zip,232995,1.5G,12,Trypsin/P,fgcz_4932_yeast_20191217.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3374/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-13/workunit_232780/1401572.zip,232780,1.2G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3374/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-13/workunit_232782/1401579.zip,232782,1.1G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3374/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-06/workunit_234320/1438982.zip,234320,4.1G,16,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3374/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-06/workunit_234402/1441528.zip,234402,4.5G,16,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3388/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-10/workunit_232569/1400336.zip,232569,3.0G,18,Trypsin/P,fgcz_83334_ecoli_O157_20191119.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3388/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-13/workunit_232744/1401338.zip,232744,1.5G,18,Trypsin/P,fgcz_83334_ecoli_O157_20191119.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3388/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-17/workunit_232971/1402869.zip,232971,1.4G,17,Trypsin/P,fgcz_83334_ecoli_O157_20191119.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3390/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-27/workunit_237014/1497453.zip,237014,3.4G,16,Trypsin/P,fgcz_3702_araport11_20170201.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-14/workunit_238275/1535295.zip,238275,1.9G,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-18/workunit_238592/1550716.zip,238592,1.9G,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-18/workunit_238593/1550720.zip,238593,990M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-18/workunit_238594/1550723.zip,238594,892M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-20/workunit_238687/1551711.zip,,6,,,,,,,
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-20/workunit_238688/1551714.zip,238688,825M,4,Trypsin/P,fgcz_4932_yeast_20191217.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-21/workunit_238729/1552345.zip,238729,986M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-21/workunit_238730/1552348.zip,238730,888M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-24/workunit_238806/1556388.zip,238806,424M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-24/workunit_238807/1556391.zip,238807,357M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-24/workunit_238808/1556394.zip,238808,496M,4,Trypsin/P,fgcz_4932_yeast_20191217.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-24/workunit_238813/1556479.zip,238813,451M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) GlyGly (K),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239818/1573904.zip,239818,2.5G,10,Trypsin/P,fgcz_4932_yeast_20191217.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-18/workunit_239942/1577548.zip,239942,2.7G,10,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-18/workunit_239978/1577904.zip,239978,2.8G,10,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-24/workunit_240208/1582627.zip,240208,3.1G,10,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-25/workunit_240282/1583149.zip,240282,2.6G,10,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-25/workunit_240287/1583160.zip,240287,2.9G,10,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-26/workunit_240315/1583828.zip,,6,,,,,,,
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-26/workunit_240327/1583881.zip,240327,3.5G,10,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3417/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-31/workunit_240503/1586158.zip,240503,4.0G,10,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3447/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-10/workunit_237929/1526684.zip,237929,2.0G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3464/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-17/workunit_238392/1543659.zip,238392,4.3G,16,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168878/604024.zip,,7,,,,,,,
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168879/604027.zip,168879,810,2,,,,,,QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168880/604030.zip,168880,809,2,,,,,,QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168881/604033.zip,,7,,,,,,,
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168882/604036.zip,168882,47M,4,,,,,,QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168883/604039.zip,168883,47M,4,,,,,,QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168884/604042.zip,168884,41M,10,,,,,,QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168885/604045.zip,,7,,,,,,,
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-06/2018-06-25/workunit_168886/604048.zip,,7,,,,,,,
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-07/2018-07-03/workunit_169384/606861.zip,169384,129M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-07/2018-07-23/workunit_170814/644321.zip,170814,25M,2,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-08/2018-08-13/workunit_171848/661662.zip,171848,344M,4,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-03/workunit_173709/697716.zip,173709,365M,8,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-03/workunit_173712/697731.zip,173712,294M,8,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-25/workunit_181434/926339.zip,181434,12M,1,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-13/workunit_183001/973424.zip,183001,283M,5,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-10/workunit_185951/1039912.zip,185951,178M,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-12/workunit_186094/1041329.zip,186094,297M,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-07/workunit_187653/1065903.zip,,6,,,,,,,
